nmax : 
25
Wavelength (micrometers) : 
0.555
Re(nmat) : 
1.6
radius
0.632
Re (nincl) : Im (ninc)
2.75
1.72

SphericalTMatrix          
--------------------------
nmax    :    25
dimtn   :  1350
--------------------------
   i_    n    m        re(Tmatrix)        im(Tmatrix)
  486   22   20   -3.972731839e-10   -1.362770931e-10
  487   22   19   -3.972731839e-10   -1.362770931e-10
  488   22   18   -3.972731839e-10   -1.362770931e-10
  489   22   17   -3.972731839e-10   -1.362770931e-10
  490   22   16   -3.972731839e-10   -1.362770931e-10
  491   22   15   -3.972731839e-10   -1.362770931e-10
  492   22   14   -3.972731839e-10   -1.362770931e-10
  493   22   13   -3.972731839e-10   -1.362770931e-10
  494   22   12   -3.972731839e-10   -1.362770931e-10
  495   22   11   -3.972731839e-10   -1.362770931e-10
  496   22   10   -3.972731839e-10   -1.362770931e-10
  497   22    9   -3.972731839e-10   -1.362770931e-10
  498   22    8   -3.972731839e-10   -1.362770931e-10
  499   22    7   -3.972731839e-10   -1.362770931e-10
  500   22    6   -3.972731839e-10   -1.362770931e-10
  501   22    5   -3.972731839e-10   -1.362770931e-10
  502   22    4   -3.972731839e-10   -1.362770931e-10
  503   22    3   -3.972731839e-10   -1.362770931e-10
  504   22    2   -3.972731839e-10   -1.362770931e-10
  505   22    1   -3.972731839e-10   -1.362770931e-10
  506   22    0   -3.972731839e-10   -1.362770931e-10
  507   22   -1   -3.972731839e-10   -1.362770931e-10
  508   22   -2   -3.972731839e-10   -1.362770931e-10
  509   22   -3   -3.972731839e-10   -1.362770931e-10
  510   22   -4   -3.972731839e-10   -1.362770931e-10
  511   22   -5   -3.972731839e-10   -1.362770931e-10
  512   22   -6   -3.972731839e-10   -1.362770931e-10
  513   22   -7   -3.972731839e-10   -1.362770931e-10
  514   22   -8   -3.972731839e-10   -1.362770931e-10
  515   22   -9   -3.972731839e-10   -1.362770931e-10
  516   22  -10   -3.972731839e-10   -1.362770931e-10
  517   22  -11   -3.972731839e-10   -1.362770931e-10
  518   22  -12   -3.972731839e-10   -1.362770931e-10
  519   22  -13   -3.972731839e-10   -1.362770931e-10
  520   22  -14   -3.972731839e-10   -1.362770931e-10
  521   22  -15   -3.972731839e-10   -1.362770931e-10
  522   22  -16   -3.972731839e-10   -1.362770931e-10
  523   22  -17   -3.972731839e-10   -1.362770931e-10
  524   22  -18   -3.972731839e-10   -1.362770931e-10
  525   22  -19   -3.972731839e-10   -1.362770931e-10
  526   22  -20   -3.972731839e-10   -1.362770931e-10
  527   22  -21   -3.972731839e-10   -1.362770931e-10
  528   22  -22   -3.972731839e-10   -1.362770931e-10
  529   23   23   -2.630121867e-11   -7.713548523e-12
  530   23   22   -2.630121867e-11   -7.713548523e-12
  531   23   21   -2.630121867e-11   -7.713548523e-12
  532   23   20   -2.630121867e-11   -7.713548523e-12
  533   23   19   -2.630121867e-11   -7.713548523e-12
  534   23   18   -2.630121867e-11   -7.713548523e-12
  535   23   17   -2.630121867e-11   -7.713548523e-12
  536   23   16   -2.630121867e-11   -7.713548523e-12
  537   23   15   -2.630121867e-11   -7.713548523e-12
  538   23   14   -2.630121867e-11   -7.713548523e-12
  539   23   13   -2.630121867e-11   -7.713548523e-12
  540   23   12   -2.630121867e-11   -7.713548523e-12
  541   23   11   -2.630121867e-11   -7.713548523e-12
  542   23   10   -2.630121867e-11   -7.713548523e-12
  543   23    9   -2.630121867e-11   -7.713548523e-12
  544   23    8   -2.630121867e-11   -7.713548523e-12
  545   23    7   -2.630121867e-11   -7.713548523e-12
  546   23    6   -2.630121867e-11   -7.713548523e-12
  547   23    5   -2.630121867e-11   -7.713548523e-12
  548   23    4   -2.630121867e-11   -7.713548523e-12
  549   23    3   -2.630121867e-11   -7.713548523e-12
  550   23    2   -2.630121867e-11   -7.713548523e-12
  551   23    1   -2.630121867e-11   -7.713548523e-12
  552   23    0   -2.630121867e-11   -7.713548523e-12
  553   23   -1   -2.630121867e-11   -7.713548523e-12
  554   23   -2   -2.630121867e-11   -7.713548523e-12
  555   23   -3   -2.630121867e-11   -7.713548523e-12
  556   23   -4   -2.630121867e-11   -7.713548523e-12
  557   23   -5   -2.630121867e-11   -7.713548523e-12
  558   23   -6   -2.630121867e-11   -7.713548523e-12
  559   23   -7   -2.630121867e-11   -7.713548523e-12
  560   23   -8   -2.630121867e-11   -7.713548523e-12
  561   23   -9   -2.630121867e-11   -7.713548523e-12
  562   23  -10   -2.630121867e-11   -7.713548523e-12
  563   23  -11   -2.630121867e-11   -7.713548523e-12
  564   23  -12   -2.630121867e-11   -7.713548523e-12
  565   23  -13   -2.630121867e-11   -7.713548523e-12
  566   23  -14   -2.630121867e-11   -7.713548523e-12
  567   23  -15   -2.630121867e-11   -7.713548523e-12
  568   23  -16   -2.630121867e-11   -7.713548523e-12
  569   23  -17   -2.630121867e-11   -7.713548523e-12
  570   23  -18   -2.630121867e-11   -7.713548523e-12
  571   23  -19   -2.630121867e-11   -7.713548523e-12
  572   23  -20   -2.630121867e-11   -7.713548523e-12
  573   23  -21   -2.630121867e-11   -7.713548523e-12
  574   23  -22   -2.630121867e-11   -7.713548523e-12
  575   23  -23   -2.630121867e-11   -7.713548523e-12
  576   24   24   -1.576768711e-12   -3.937728614e-13
  577   24   23   -1.576768711e-12   -3.937728614e-13
  578   24   22   -1.576768711e-12   -3.937728614e-13
  579   24   21   -1.576768711e-12   -3.937728614e-13
  580   24   20   -1.576768711e-12   -3.937728614e-13
  581   24   19   -1.576768711e-12   -3.937728614e-13
  582   24   18   -1.576768711e-12   -3.937728614e-13
  583   24   17   -1.576768711e-12   -3.937728614e-13
  584   24   16   -1.576768711e-12   -3.937728614e-13
  585   24   15   -1.576768711e-12   -3.937728614e-13
  586   24   14   -1.576768711e-12   -3.937728614e-13
  587   24   13   -1.576768711e-12   -3.937728614e-13
  588   24   12   -1.576768711e-12   -3.937728614e-13
  589   24   11   -1.576768711e-12   -3.937728614e-13
  590   24   10   -1.576768711e-12   -3.937728614e-13
  591   24    9   -1.576768711e-12   -3.937728614e-13
  592   24    8   -1.576768711e-12   -3.937728614e-13
  593   24    7   -1.576768711e-12   -3.937728614e-13
  594   24    6   -1.576768711e-12   -3.937728614e-13
  595   24    5   -1.576768711e-12   -3.937728614e-13
  596   24    4   -1.576768711e-12   -3.937728614e-13
  597   24    3   -1.576768711e-12   -3.937728614e-13
  598   24    2   -1.576768711e-12   -3.937728614e-13
  599   24    1   -1.576768711e-12   -3.937728614e-13
  600   24    0   -1.576768711e-12   -3.937728614e-13
  601   24   -1   -1.576768711e-12   -3.937728614e-13
  602   24   -2   -1.576768711e-12   -3.937728614e-13
  603   24   -3   -1.576768711e-12   -3.937728614e-13
  604   24   -4   -1.576768711e-12   -3.937728614e-13
  605   24   -5   -1.576768711e-12   -3.937728614e-13
  606   24   -6   -1.576768711e-12   -3.937728614e-13
  607   24   -7   -1.576768711e-12   -3.937728614e-13
  608   24   -8   -1.576768711e-12   -3.937728614e-13
  609   24   -9   -1.576768711e-12   -3.937728614e-13
  610   24  -10   -1.576768711e-12   -3.937728614e-13
  611   24  -11   -1.576768711e-12   -3.937728614e-13
  612   24  -12   -1.576768711e-12   -3.937728614e-13
  613   24  -13   -1.576768711e-12   -3.937728614e-13
  614   24  -14   -1.576768711e-12   -3.937728614e-13
  615   24  -15   -1.576768711e-12   -3.937728614e-13
  616   24  -16   -1.576768711e-12   -3.937728614e-13
  617   24  -17   -1.576768711e-12   -3.937728614e-13
  618   24  -18   -1.576768711e-12   -3.937728614e-13
  619   24  -19   -1.576768711e-12   -3.937728614e-13
  620   24  -20   -1.576768711e-12   -3.937728614e-13
  621   24  -21   -1.576768711e-12   -3.937728614e-13
  622   24  -22   -1.576768711e-12   -3.937728614e-13
  623   24  -23   -1.576768711e-12   -3.937728614e-13
  624   24  -24   -1.576768711e-12   -3.937728614e-13
  625   25   25   -8.612169988e-14   -1.820820635e-14
  626   25   24   -8.612169988e-14   -1.820820635e-14
  627   25   23   -8.612169988e-14   -1.820820635e-14
  628   25   22   -8.612169988e-14   -1.820820635e-14
  629   25   21   -8.612169988e-14   -1.820820635e-14
  630   25   20   -8.612169988e-14   -1.820820635e-14
  631   25   19   -8.612169988e-14   -1.820820635e-14
  632   25   18   -8.612169988e-14   -1.820820635e-14
  633   25   17   -8.612169988e-14   -1.820820635e-14
  634   25   16   -8.612169988e-14   -1.820820635e-14
  635   25   15   -8.612169988e-14   -1.820820635e-14
  636   25   14   -8.612169988e-14   -1.820820635e-14
  637   25   13   -8.612169988e-14   -1.820820635e-14
  638   25   12   -8.612169988e-14   -1.820820635e-14
  639   25   11   -8.612169988e-14   -1.820820635e-14
  640   25   10   -8.612169988e-14   -1.820820635e-14
  641   25    9   -8.612169988e-14   -1.820820635e-14
  642   25    8   -8.612169988e-14   -1.820820635e-14
  643   25    7   -8.612169988e-14   -1.820820635e-14
  644   25    6   -8.612169988e-14   -1.820820635e-14
  645   25    5   -8.612169988e-14   -1.820820635e-14
  646   25    4   -8.612169988e-14   -1.820820635e-14
  647   25    3   -8.612169988e-14   -1.820820635e-14
  648   25    2   -8.612169988e-14   -1.820820635e-14
  649   25    1   -8.612169988e-14   -1.820820635e-14
  650   25    0   -8.612169988e-14   -1.820820635e-14
  651   25   -1   -8.612169988e-14   -1.820820635e-14
  652   25   -2   -8.612169988e-14   -1.820820635e-14
  653   25   -3   -8.612169988e-14   -1.820820635e-14
  654   25   -4   -8.612169988e-14   -1.820820635e-14
  655   25   -5   -8.612169988e-14   -1.820820635e-14
  656   25   -6   -8.612169988e-14   -1.820820635e-14
  657   25   -7   -8.612169988e-14   -1.820820635e-14
  658   25   -8   -8.612169988e-14   -1.820820635e-14
  659   25   -9   -8.612169988e-14   -1.820820635e-14
  660   25  -10   -8.612169988e-14   -1.820820635e-14
  661   25  -11   -8.612169988e-14   -1.820820635e-14
  662   25  -12   -8.612169988e-14   -1.820820635e-14
  663   25  -13   -8.612169988e-14   -1.820820635e-14
  664   25  -14   -8.612169988e-14   -1.820820635e-14
  665   25  -15   -8.612169988e-14   -1.820820635e-14
  666   25  -16   -8.612169988e-14   -1.820820635e-14
  667   25  -17   -8.612169988e-14   -1.820820635e-14
  668   25  -18   -8.612169988e-14   -1.820820635e-14
  669   25  -19   -8.612169988e-14   -1.820820635e-14
  670   25  -20   -8.612169988e-14   -1.820820635e-14
  671   25  -21   -8.612169988e-14   -1.820820635e-14
  672   25  -22   -8.612169988e-14   -1.820820635e-14
  673   25  -23   -8.612169988e-14   -1.820820635e-14
  674   25  -24   -8.612169988e-14   -1.820820635e-14
  675   25  -25   -8.612169988e-14   -1.820820635e-14
  676    1    1   -6.957281277e-01    9.976421782e-02
  677    1    0   -6.957281277e-01    9.976421782e-02
  678    1   -1   -6.957281277e-01    9.976421782e-02
  679    2    2   -3.515494661e-01   -1.578138115e-01
  680    2    1   -3.515494661e-01   -1.578138115e-01
  681    2    0   -3.515494661e-01   -1.578138115e-01
  682    2   -1   -3.515494661e-01   -1.578138115e-01
  683    2   -2   -3.515494661e-01   -1.578138115e-01
  684    3    3   -5.493900786e-01    2.060778962e-01
  685    3    2   -5.493900786e-01    2.060778962e-01
  686    3    1   -5.493900786e-01    2.060778962e-01
  687    3    0   -5.493900786e-01    2.060778962e-01
  688    3   -1   -5.493900786e-01    2.060778962e-01
  689    3   -2   -5.493900786e-01    2.060778962e-01
  690    3   -3   -5.493900786e-01    2.060778962e-01
  691    4    4   -5.915866616e-01   -1.835671675e-01
  692    4    3   -5.915866616e-01   -1.835671675e-01
  693    4    2   -5.915866616e-01   -1.835671675e-01
  694    4    1   -5.915866616e-01   -1.835671675e-01
  695    4    0   -5.915866616e-01   -1.835671675e-01
  696    4   -1   -5.915866616e-01   -1.835671675e-01
  697    4   -2   -5.915866616e-01   -1.835671675e-01
  698    4   -3   -5.915866616e-01   -1.835671675e-01
  699    4   -4   -5.915866616e-01   -1.835671675e-01
  700    5    5   -3.091322267e-01    4.407126459e-02
  701    5    4   -3.091322267e-01    4.407126459e-02
  702    5    3   -3.091322267e-01    4.407126459e-02
  703    5    2   -3.091322267e-01    4.407126459e-02
  704    5    1   -3.091322267e-01    4.407126459e-02
  705    5    0   -3.091322267e-01    4.407126459e-02
  706    5   -1   -3.091322267e-01    4.407126459e-02
  707    5   -2   -3.091322267e-01    4.407126459e-02
  708    5   -3   -3.091322267e-01    4.407126459e-02
  709    5   -4   -3.091322267e-01    4.407126459e-02
  710    5   -5   -3.091322267e-01    4.407126459e-02
  711    6    6   -6.219787999e-01    1.369471270e-01
  712    6    5   -6.219787999e-01    1.369471270e-01
  713    6    4   -6.219787999e-01    1.369471270e-01
  714    6    3   -6.219787999e-01    1.369471270e-01
  715    6    2   -6.219787999e-01    1.369471270e-01
  716    6    1   -6.219787999e-01    1.369471270e-01
  717    6    0   -6.219787999e-01    1.369471270e-01
  718    6   -1   -6.219787999e-01    1.369471270e-01
  719    6   -2   -6.219787999e-01    1.369471270e-01
  720    6   -3   -6.219787999e-01    1.369471270e-01
  721    6   -4   -6.219787999e-01    1.369471270e-01
  722    6   -5   -6.219787999e-01    1.369471270e-01
  723    6   -6   -6.219787999e-01    1.369471270e-01
  724    7    7   -5.853067293e-01   -1.429093204e-01
  725    7    6   -5.853067293e-01   -1.429093204e-01
  726    7    5   -5.853067293e-01   -1.429093204e-01
  727    7    4   -5.853067293e-01   -1.429093204e-01
  728    7    3   -5.853067293e-01   -1.429093204e-01
  729    7    2   -5.853067293e-01   -1.429093204e-01
  730    7    1   -5.853067293e-01   -1.429093204e-01
  731    7    0   -5.853067293e-01   -1.429093204e-01
  732    7   -1   -5.853067293e-01   -1.429093204e-01
  733    7   -2   -5.853067293e-01   -1.429093204e-01
  734    7   -3   -5.853067293e-01   -1.429093204e-01
  735    7   -4   -5.853067293e-01   -1.429093204e-01
  736    7   -5   -5.853067293e-01   -1.429093204e-01
  737    7   -6   -5.853067293e-01   -1.429093204e-01
  738    7   -7   -5.853067293e-01   -1.429093204e-01
  739    8    8   -3.703330622e-01   -6.013345988e-02
  740    8    7   -3.703330622e-01   -6.013345988e-02
  741    8    6   -3.703330622e-01   -6.013345988e-02
  742    8    5   -3.703330622e-01   -6.013345988e-02
  743    8    4   -3.703330622e-01   -6.013345988e-02
  744    8    3   -3.703330622e-01   -6.013345988e-02
  745    8    2   -3.703330622e-01   -6.013345988e-02
  746    8    1   -3.703330622e-01   -6.013345988e-02
  747    8    0   -3.703330622e-01   -6.013345988e-02
  748    8   -1   -3.703330622e-01   -6.013345988e-02
  749    8   -2   -3.703330622e-01   -6.013345988e-02
  750    8   -3   -3.703330622e-01   -6.013345988e-02
  751    8   -4   -3.703330622e-01   -6.013345988e-02
  752    8   -5   -3.703330622e-01   -6.013345988e-02
  753    8   -6   -3.703330622e-01   -6.013345988e-02
  754    8   -7   -3.703330622e-01   -6.013345988e-02
  755    8   -8   -3.703330622e-01   -6.013345988e-02
  756    9    9   -4.454841445e-01    9.471510299e-02
  757    9    8   -4.454841445e-01    9.471510299e-02
  758    9    7   -4.454841445e-01    9.471510299e-02
  759    9    6   -4.454841445e-01    9.471510299e-02
  760    9    5   -4.454841445e-01    9.471510299e-02
  761    9    4   -4.454841445e-01    9.471510299e-02
  762    9    3   -4.454841445e-01    9.471510299e-02
  763    9    2   -4.454841445e-01    9.471510299e-02
  764    9    1   -4.454841445e-01    9.471510299e-02
  765    9    0   -4.454841445e-01    9.471510299e-02
  766    9   -1   -4.454841445e-01    9.471510299e-02
  767    9   -2   -4.454841445e-01    9.471510299e-02
  768    9   -3   -4.454841445e-01    9.471510299e-02
  769    9   -4   -4.454841445e-01    9.471510299e-02
  770    9   -5   -4.454841445e-01    9.471510299e-02
  771    9   -6   -4.454841445e-01    9.471510299e-02
  772    9   -7   -4.454841445e-01    9.471510299e-02
  773    9   -8   -4.454841445e-01    9.471510299e-02
  774    9   -9   -4.454841445e-01    9.471510299e-02
  775   10   10   -5.480321990e-01    3.718794010e-02
  776   10    9   -5.480321990e-01    3.718794010e-02
  777   10    8   -5.480321990e-01    3.718794010e-02
  778   10    7   -5.480321990e-01    3.718794010e-02
  779   10    6   -5.480321990e-01    3.718794010e-02
  780   10    5   -5.480321990e-01    3.718794010e-02
  781   10    4   -5.480321990e-01    3.718794010e-02
  782   10    3   -5.480321990e-01    3.718794010e-02
  783   10    2   -5.480321990e-01    3.718794010e-02
  784   10    1   -5.480321990e-01    3.718794010e-02
  785   10    0   -5.480321990e-01    3.718794010e-02
  786   10   -1   -5.480321990e-01    3.718794010e-02
  787   10   -2   -5.480321990e-01    3.718794010e-02
  788   10   -3   -5.480321990e-01    3.718794010e-02
  789   10   -4   -5.480321990e-01    3.718794010e-02
  790   10   -5   -5.480321990e-01    3.718794010e-02
  791   10   -6   -5.480321990e-01    3.718794010e-02
  792   10   -7   -5.480321990e-01    3.718794010e-02
  793   10   -8   -5.480321990e-01    3.718794010e-02
  794   10   -9   -5.480321990e-01    3.718794010e-02
  795   10  -10   -5.480321990e-01    3.718794010e-02
  796   11   11   -4.799633765e-01   -4.936560338e-02
  797   11   10   -4.799633765e-01   -4.936560338e-02
  798   11    9   -4.799633765e-01   -4.936560338e-02
  799   11    8   -4.799633765e-01   -4.936560338e-02
  800   11    7   -4.799633765e-01   -4.936560338e-02
  801   11    6   -4.799633765e-01   -4.936560338e-02
  802   11    5   -4.799633765e-01   -4.936560338e-02
  803   11    4   -4.799633765e-01   -4.936560338e-02
  804   11    3   -4.799633765e-01   -4.936560338e-02
  805   11    2   -4.799633765e-01   -4.936560338e-02
  806   11    1   -4.799633765e-01   -4.936560338e-02
  807   11    0   -4.799633765e-01   -4.936560338e-02
  808   11   -1   -4.799633765e-01   -4.936560338e-02
  809   11   -2   -4.799633765e-01   -4.936560338e-02
  810   11   -3   -4.799633765e-01   -4.936560338e-02
  811   11   -4   -4.799633765e-01   -4.936560338e-02
  812   11   -5   -4.799633765e-01   -4.936560338e-02
  813   11   -6   -4.799633765e-01   -4.936560338e-02
  814   11   -7   -4.799633765e-01   -4.936560338e-02
  815   11   -8   -4.799633765e-01   -4.936560338e-02
  816   11   -9   -4.799633765e-01   -4.936560338e-02
  817   11  -10   -4.799633765e-01   -4.936560338e-02
  818   11  -11   -4.799633765e-01   -4.936560338e-02
  819   12   12   -3.156955152e-01   -3.106942179e-02
  820   12   11   -3.156955152e-01   -3.106942179e-02
  821   12   10   -3.156955152e-01   -3.106942179e-02
  822   12    9   -3.156955152e-01   -3.106942179e-02
  823   12    8   -3.156955152e-01   -3.106942179e-02
  824   12    7   -3.156955152e-01   -3.106942179e-02
  825   12    6   -3.156955152e-01   -3.106942179e-02
  826   12    5   -3.156955152e-01   -3.106942179e-02
  827   12    4   -3.156955152e-01   -3.106942179e-02
  828   12    3   -3.156955152e-01   -3.106942179e-02
  829   12    2   -3.156955152e-01   -3.106942179e-02
  830   12    1   -3.156955152e-01   -3.106942179e-02
  831   12    0   -3.156955152e-01   -3.106942179e-02
  832   12   -1   -3.156955152e-01   -3.106942179e-02
  833   12   -2   -3.156955152e-01   -3.106942179e-02
  834   12   -3   -3.156955152e-01   -3.106942179e-02
  835   12   -4   -3.156955152e-01   -3.106942179e-02
  836   12   -5   -3.156955152e-01   -3.106942179e-02
  837   12   -6   -3.156955152e-01   -3.106942179e-02
  838   12   -7   -3.156955152e-01   -3.106942179e-02
  839   12   -8   -3.156955152e-01   -3.106942179e-02
  840   12   -9   -3.156955152e-01   -3.106942179e-02
  841   12  -10   -3.156955152e-01   -3.106942179e-02
  842   12  -11   -3.156955152e-01   -3.106942179e-02
  843   12  -12   -3.156955152e-01   -3.106942179e-02
  844   13   13   -1.412176328e-01    1.785095454e-02
  845   13   12   -1.412176328e-01    1.785095454e-02
  846   13   11   -1.412176328e-01    1.785095454e-02
  847   13   10   -1.412176328e-01    1.785095454e-02
  848   13    9   -1.412176328e-01    1.785095454e-02
  849   13    8   -1.412176328e-01    1.785095454e-02
  850   13    7   -1.412176328e-01    1.785095454e-02
  851   13    6   -1.412176328e-01    1.785095454e-02
  852   13    5   -1.412176328e-01    1.785095454e-02
  853   13    4   -1.412176328e-01    1.785095454e-02
  854   13    3   -1.412176328e-01    1.785095454e-02
  855   13    2   -1.412176328e-01    1.785095454e-02
  856   13    1   -1.412176328e-01    1.785095454e-02
  857   13    0   -1.412176328e-01    1.785095454e-02
  858   13   -1   -1.412176328e-01    1.785095454e-02
  859   13   -2   -1.412176328e-01    1.785095454e-02
  860   13   -3   -1.412176328e-01    1.785095454e-02
  861   13   -4   -1.412176328e-01    1.785095454e-02
  862   13   -5   -1.412176328e-01    1.785095454e-02
  863   13   -6   -1.412176328e-01    1.785095454e-02
  864   13   -7   -1.412176328e-01    1.785095454e-02
  865   13   -8   -1.412176328e-01    1.785095454e-02
  866   13   -9   -1.412176328e-01    1.785095454e-02
  867   13  -10   -1.412176328e-01    1.785095454e-02
  868   13  -11   -1.412176328e-01    1.785095454e-02
  869   13  -12   -1.412176328e-01    1.785095454e-02
  870   13  -13   -1.412176328e-01    1.785095454e-02
  871   14   14   -3.714252092e-02    1.603506885e-02
  872   14   13   -3.714252092e-02    1.603506885e-02
  873   14   12   -3.714252092e-02    1.603506885e-02
  874   14   11   -3.714252092e-02    1.603506885e-02
  875   14   10   -3.714252092e-02    1.603506885e-02
  876   14    9   -3.714252092e-02    1.603506885e-02
  877   14    8   -3.714252092e-02    1.603506885e-02
  878   14    7   -3.714252092e-02    1.603506885e-02
  879   14    6   -3.714252092e-02    1.603506885e-02
  880   14    5   -3.714252092e-02    1.603506885e-02
  881   14    4   -3.714252092e-02    1.603506885e-02
  882   14    3   -3.714252092e-02    1.603506885e-02
  883   14    2   -3.714252092e-02    1.603506885e-02
  884   14    1   -3.714252092e-02    1.603506885e-02
  885   14    0   -3.714252092e-02    1.603506885e-02
  886   14   -1   -3.714252092e-02    1.603506885e-02
  887   14   -2   -3.714252092e-02    1.603506885e-02
  888   14   -3   -3.714252092e-02    1.603506885e-02
  889   14   -4   -3.714252092e-02    1.603506885e-02
  890   14   -5   -3.714252092e-02    1.603506885e-02
  891   14   -6   -3.714252092e-02    1.603506885e-02
  892   14   -7   -3.714252092e-02    1.603506885e-02
  893   14   -8   -3.714252092e-02    1.603506885e-02
  894   14   -9   -3.714252092e-02    1.603506885e-02
  895   14  -10   -3.714252092e-02    1.603506885e-02
  896   14  -11   -3.714252092e-02    1.603506885e-02
  897   14  -12   -3.714252092e-02    1.603506885e-02
  898   14  -13   -3.714252092e-02    1.603506885e-02
  899   14  -14   -3.714252092e-02    1.603506885e-02
  900   15   15   -6.825558016e-03    4.700636890e-03
  901   15   14   -6.825558016e-03    4.700636890e-03
  902   15   13   -6.825558016e-03    4.700636890e-03
  903   15   12   -6.825558016e-03    4.700636890e-03
  904   15   11   -6.825558016e-03    4.700636890e-03
  905   15   10   -6.825558016e-03    4.700636890e-03
  906   15    9   -6.825558016e-03    4.700636890e-03
  907   15    8   -6.825558016e-03    4.700636890e-03
  908   15    7   -6.825558016e-03    4.700636890e-03
  909   15    6   -6.825558016e-03    4.700636890e-03
  910   15    5   -6.825558016e-03    4.700636890e-03
  911   15    4   -6.825558016e-03    4.700636890e-03
  912   15    3   -6.825558016e-03    4.700636890e-03
  913   15    2   -6.825558016e-03    4.700636890e-03
  914   15    1   -6.825558016e-03    4.700636890e-03
  915   15    0   -6.825558016e-03    4.700636890e-03
  916   15   -1   -6.825558016e-03    4.700636890e-03
  917   15   -2   -6.825558016e-03    4.700636890e-03
  918   15   -3   -6.825558016e-03    4.700636890e-03
  919   15   -4   -6.825558016e-03    4.700636890e-03
  920   15   -5   -6.825558016e-03    4.700636890e-03
  921   15   -6   -6.825558016e-03    4.700636890e-03
  922   15   -7   -6.825558016e-03    4.700636890e-03
  923   15   -8   -6.825558016e-03    4.700636890e-03
  924   15   -9   -6.825558016e-03    4.700636890e-03
  925   15  -10   -6.825558016e-03    4.700636890e-03
  926   15  -11   -6.825558016e-03    4.700636890e-03
  927   15  -12   -6.825558016e-03    4.700636890e-03
  928   15  -13   -6.825558016e-03    4.700636890e-03
  929   15  -14   -6.825558016e-03    4.700636890e-03
  930   15  -15   -6.825558016e-03    4.700636890e-03
  931   16   16   -1.035501730e-03    9.159546192e-04
  932   16   15   -1.035501730e-03    9.159546192e-04
  933   16   14   -1.035501730e-03    9.159546192e-04
  934   16   13   -1.035501730e-03    9.159546192e-04
  935   16   12   -1.035501730e-03    9.159546192e-04
  936   16   11   -1.035501730e-03    9.159546192e-04
  937   16   10   -1.035501730e-03    9.159546192e-04
  938   16    9   -1.035501730e-03    9.159546192e-04
  939   16    8   -1.035501730e-03    9.159546192e-04
  940   16    7   -1.035501730e-03    9.159546192e-04
  941   16    6   -1.035501730e-03    9.159546192e-04
  942   16    5   -1.035501730e-03    9.159546192e-04
  943   16    4   -1.035501730e-03    9.159546192e-04
  944   16    3   -1.035501730e-03    9.159546192e-04
  945   16    2   -1.035501730e-03    9.159546192e-04
  946   16    1   -1.035501730e-03    9.159546192e-04
  947   16    0   -1.035501730e-03    9.159546192e-04
  948   16   -1   -1.035501730e-03    9.159546192e-04
  949   16   -2   -1.035501730e-03    9.159546192e-04
  950   16   -3   -1.035501730e-03    9.159546192e-04
  951   16   -4   -1.035501730e-03    9.159546192e-04
  952   16   -5   -1.035501730e-03    9.159546192e-04
  953   16   -6   -1.035501730e-03    9.159546192e-04
  954   16   -7   -1.035501730e-03    9.159546192e-04
  955   16   -8   -1.035501730e-03    9.159546192e-04
  956   16   -9   -1.035501730e-03    9.159546192e-04
  957   16  -10   -1.035501730e-03    9.159546192e-04
  958   16  -11   -1.035501730e-03    9.159546192e-04
  959   16  -12   -1.035501730e-03    9.159546192e-04
  960   16  -13   -1.035501730e-03    9.159546192e-04
  961   16  -14   -1.035501730e-03    9.159546192e-04
  962   16  -15   -1.035501730e-03    9.159546192e-04
  963   16  -16   -1.035501730e-03    9.159546192e-04
  964   17   17   -1.360793550e-04    1.416033023e-04
  965   17   16   -1.360793550e-04    1.416033023e-04
  966   17   15   -1.360793550e-04    1.416033023e-04
  967   17   14   -1.360793550e-04    1.416033023e-04
  968   17   13   -1.360793550e-04    1.416033023e-04
  969   17   12   -1.360793550e-04    1.416033023e-04
  970   17   11   -1.360793550e-04    1.416033023e-04
  971   17   10   -1.360793550e-04    1.416033023e-04
  972   17    9   -1.360793550e-04    1.416033023e-04
  973   17    8   -1.360793550e-04    1.416033023e-04
  974   17    7   -1.360793550e-04    1.416033023e-04
  975   17    6   -1.360793550e-04    1.416033023e-04
  976   17    5   -1.360793550e-04    1.416033023e-04
  977   17    4   -1.360793550e-04    1.416033023e-04
  978   17    3   -1.360793550e-04    1.416033023e-04
  979   17    2   -1.360793550e-04    1.416033023e-04
  980   17    1   -1.360793550e-04    1.416033023e-04
  981   17    0   -1.360793550e-04    1.416033023e-04
  982   17   -1   -1.360793550e-04    1.416033023e-04
  983   17   -2   -1.360793550e-04    1.416033023e-04
  984   17   -3   -1.360793550e-04    1.416033023e-04
  985   17   -4   -1.360793550e-04    1.416033023e-04
  986   17   -5   -1.360793550e-04    1.416033023e-04
  987   17   -6   -1.360793550e-04    1.416033023e-04
  988   17   -7   -1.360793550e-04    1.416033023e-04
  989   17   -8   -1.360793550e-04    1.416033023e-04
  990   17   -9   -1.360793550e-04    1.416033023e-04
  991   17  -10   -1.360793550e-04    1.416033023e-04
  992   17  -11   -1.360793550e-04    1.416033023e-04
  993   17  -12   -1.360793550e-04    1.416033023e-04
  994   17  -13   -1.360793550e-04    1.416033023e-04
  995   17  -14   -1.360793550e-04    1.416033023e-04
  996   17  -15   -1.360793550e-04    1.416033023e-04
  997   17  -16   -1.360793550e-04    1.416033023e-04
