kd 	 theta 	 phi
3.14159	1.10715	(28.6217,0)	
----------------------------

1	-1.036361374e-02	2.970360207e-02
2	6.488166231e-03	-1.335806387e-02
3	-9.175652679e-03	1.889115510e-02
4	-3.370911130e-02	-1.355228810e-02
5	-6.543631831e-03	-3.533727821e-04
6	1.376168706e-02	5.532698448e-03
7	-2.062184764e-02	-1.284554253e-02
8	2.062184764e-02	1.284554253e-02
9	1.665431322e-02	-3.329853019e-02
10	7.056087772e-03	-1.937708078e-02
11	-8.437713802e-03	1.353778864e-02
12	3.301735269e-03	2.056681902e-03
13	8.437713802e-03	-1.353778864e-02
14	-1.962630609e-02	2.343316582e-02
15	1.602481182e-02	-1.913309977e-02
16	8.747964351e-03	-2.175913778e-02
17	-1.237148983e-02	3.077206776e-02
18	0.000000000e+00	0.000000000e+00
19	2.438837636e-02	1.184571667e-02
20	-1.219418818e-02	-5.922858336e-03
21	-2.986953887e-02	-1.450798074e-02
22	2.438837636e-02	1.184571667e-02
23	0.000000000e+00	0.000000000e+00
24	-1.471641775e-02	2.362529444e-02
25	-3.351804192e-18	6.703608384e-18
26	1.899881362e-02	-3.050012398e-02
27	5.865657336e-18	-8.379510480e-18
28	-1.899881362e-02	3.050012398e-02
29	1.201590478e-02	-1.928997214e-02
30	0.000000000e+00	0.000000000e+00
31	6.488166231e-03	-1.335806387e-02
32	-1.495144008e-02	3.914917962e-02
33	-6.488166231e-03	1.335806387e-02
34	1.458184831e-02	9.083170233e-03
35	-2.383594119e-02	-9.582914815e-03
36	-3.732100841e-02	-1.894898334e-02
37	2.383594119e-02	9.582914815e-03
38	1.458184831e-02	9.083170233e-03
39	-1.133125310e-02	1.352914459e-02
40	4.989407512e-03	-1.370166522e-02
41	2.386545859e-02	-3.829064861e-02
42	2.334679398e-03	1.454293720e-03
43	-2.386545859e-02	3.829064861e-02
44	4.989407512e-03	-1.370166522e-02
45	1.133125310e-02	-1.352914459e-02
46	-1.237148983e-02	3.077206776e-02
47	0.000000000e+00	0.000000000e+00
48	-1.237148983e-02	3.077206776e-02
49	-3.449037261e-02	-1.675237317e-02
50	-1.724518631e-02	-8.376186587e-03
51	0.000000000e+00	0.000000000e+00
52	-1.724518631e-02	-8.376186587e-03
53	3.449037261e-02	1.675237317e-02
54	2.081215757e-02	-3.341121182e-02
55	1.699305550e-02	-2.728014021e-02
56	4.189755240e-18	-1.005541258e-17
57	1.675902096e-18	0.000000000e+00
58	3.351804192e-18	-5.027706288e-18
59	-1.699305550e-02	2.728014021e-02
60	2.081215757e-02	-3.341121182e-02
61	-9.175652679e-03	1.889115510e-02
62	-6.488166231e-03	1.335806387e-02
63	-1.036361374e-02	2.970360207e-02
64	-2.062184764e-02	-1.284554253e-02
65	-2.062184764e-02	-1.284554253e-02
66	-1.376168706e-02	-5.532698448e-03
67	-6.543631831e-03	-3.533727821e-04
68	3.370911130e-02	1.355228810e-02
69	1.602481182e-02	-1.913309977e-02
70	1.962630609e-02	-2.343316582e-02
71	8.437713802e-03	-1.353778864e-02
72	-3.301735269e-03	-2.056681902e-03
73	-8.437713802e-03	1.353778864e-02
74	-7.056087772e-03	1.937708078e-02
75	1.665431322e-02	-3.329853019e-02
76	0.000000000e+00	0.000000000e+00
77	-1.237148983e-02	3.077206776e-02
78	-8.747964351e-03	2.175913778e-02
79	0.000000000e+00	0.000000000e+00
80	-2.438837636e-02	-1.184571667e-02
81	-2.986953887e-02	-1.450798074e-02
82	1.219418818e-02	5.922858336e-03
83	2.438837636e-02	1.184571667e-02
84	0.000000000e+00	0.000000000e+00
85	1.201590478e-02	-1.928997214e-02
86	1.899881362e-02	-3.050012398e-02
87	7.541559432e-18	-1.340721677e-17
88	-1.899881362e-02	3.050012398e-02
89	-3.351804192e-18	6.703608384e-18
90	1.471641775e-02	-2.362529444e-02
91	3.370911130e-02	1.355228810e-02
92	-1.458184831e-02	-9.083170233e-03
93	2.062184764e-02	1.284554253e-02
94	-1.536741963e-02	3.889006206e-02
95	-1.394632718e-03	7.333521954e-03
96	8.510826666e-03	-1.478985773e-02
97	-1.805791718e-02	2.156056090e-02
98	1.805791718e-02	-2.156056090e-02
99	-3.931312335e-02	-1.685356502e-02
100	-2.182196017e-02	-9.037554664e-03
101	1.494835721e-02	1.006967795e-02
102	2.168420954e-03	-2.589023505e-03
103	-1.324631945e-02	-1.280049200e-02
104	2.275773791e-02	2.712335909e-02
105	-1.858161519e-02	-2.214612996e-02
106	-2.438837636e-02	-1.184571667e-02
107	3.449037261e-02	1.675237317e-02
108	0.000000000e+00	0.000000000e+00
109	1.412373828e-02	-2.781743727e-02
110	-5.831976234e-03	1.450609185e-02
111	-2.031058609e-02	3.260600405e-02
112	1.658352410e-02	-2.662269083e-02
113	0.000000000e+00	0.000000000e+00
114	2.766929021e-02	1.592229873e-02
115	-1.211911433e-03	1.945566165e-03
116	-3.418793989e-02	-2.301656744e-02
117	1.327582459e-03	-2.131260952e-03
118	3.188849961e-02	2.670801969e-02
119	-2.016805799e-02	-1.689163480e-02
120	0.000000000e+00	0.000000000e+00
121	6.543631831e-03	3.533727821e-04
122	2.383594119e-02	9.582914815e-03
123	2.062184764e-02	1.284554253e-02
124	-1.394632718e-03	7.333521954e-03
125	-5.641144676e-03	2.444302063e-02
126	-1.531358406e-02	2.059802206e-02
127	1.394632718e-03	-7.333521954e-03
128	1.805791718e-02	-2.156056090e-02
129	-7.069772127e-03	-2.641916214e-03
130	-2.451311816e-02	-4.719758520e-03
131	-2.327355470e-02	-1.373910989e-02
132	5.116436831e-03	-7.318932199e-03
133	1.986947918e-02	1.920073800e-02
134	1.813467867e-03	6.884004141e-03
135	-1.858161519e-02	-2.214612996e-02
136	1.219418818e-02	5.922858336e-03
137	1.724518631e-02	8.376186587e-03
138	2.438837636e-02	1.184571667e-02
139	-5.831976234e-03	1.450609185e-02
140	-1.366753598e-02	1.936964490e-02
141	-7.142682983e-03	1.776626160e-02
142	1.493012252e-18	-1.493012252e-18
143	1.658352410e-02	-2.662269083e-02
144	-1.531892742e-02	-5.578327182e-03
145	-2.016805799e-02	-1.689163480e-02
146	-1.671072990e-02	-1.212352576e-02
147	-2.655164919e-03	4.262521904e-03
148	1.824369008e-02	9.662557594e-03
149	1.008402899e-02	8.445817402e-03
150	-2.470072559e-02	-2.068794310e-02
151	-1.376168706e-02	-5.532698448e-03
152	3.732100841e-02	1.894898334e-02
153	1.376168706e-02	5.532698448e-03
154	8.510826666e-03	-1.478985773e-02
155	-1.531358406e-02	2.059802206e-02
156	-1.744731735e-02	3.759447424e-02
157	1.531358406e-02	-2.059802206e-02
158	8.510826666e-03	-1.478985773e-02
159	1.335835741e-02	1.119823525e-02
160	-9.290807596e-03	-1.107306498e-02
161	-3.661584767e-02	-2.466557284e-02
162	-4.495821474e-03	6.849895835e-03
163	3.661584767e-02	2.466557284e-02
164	-9.290807596e-03	-1.107306498e-02
165	-1.335835741e-02	-1.119823525e-02
166	2.986953887e-02	1.450798074e-02
167	0.000000000e+00	0.000000000e+00
168	2.986953887e-02	1.450798074e-02
169	-2.031058609e-02	3.260600405e-02
170	-7.142682983e-03	1.776626160e-02
171	0.000000000e+00	0.000000000e+00
172	-7.142682983e-03	1.776626160e-02
173	2.031058609e-02	-3.260600405e-02
174	-3.025208698e-02	-2.533745221e-02
175	-2.766929021e-02	-1.592229873e-02
176	-1.877485119e-03	3.014058143e-03
177	0.000000000e+00	0.000000000e+00
178	-1.877485119e-03	3.014058143e-03
179	2.766929021e-02	1.592229873e-02
180	-3.025208698e-02	-2.533745221e-02
181	2.062184764e-02	1.284554253e-02
182	-2.383594119e-02	-9.582914815e-03
183	6.543631831e-03	3.533727821e-04
184	-1.805791718e-02	2.156056090e-02
185	1.394632718e-03	-7.333521954e-03
186	1.531358406e-02	-2.059802206e-02
187	-5.641144676e-03	2.444302063e-02
188	1.394632718e-03	-7.333521954e-03
189	-1.858161519e-02	-2.214612996e-02
190	-1.813467867e-03	-6.884004141e-03
191	1.986947918e-02	1.920073800e-02
192	-5.116436831e-03	7.318932199e-03
193	-2.327355470e-02	-1.373910989e-02
194	2.451311816e-02	4.719758520e-03
195	-7.069772127e-03	-2.641916214e-03
196	-2.438837636e-02	-1.184571667e-02
197	1.724518631e-02	8.376186587e-03
198	-1.219418818e-02	-5.922858336e-03
199	1.658352410e-02	-2.662269083e-02
200	1.493012252e-18	-2.986024503e-18
201	-7.142682983e-03	1.776626160e-02
202	1.366753598e-02	-1.936964490e-02
203	-5.831976234e-03	1.450609185e-02
204	2.470072559e-02	2.068794310e-02
205	1.008402899e-02	8.445817402e-03
206	-1.824369008e-02	-9.662557594e-03
207	-2.655164919e-03	4.262521904e-03
208	1.671072990e-02	1.212352576e-02
209	-2.016805799e-02	-1.689163480e-02
210	1.531892742e-02	5.578327182e-03
211	-2.062184764e-02	-1.284554253e-02
212	-1.458184831e-02	-9.083170233e-03
213	-3.370911130e-02	-1.355228810e-02
214	1.805791718e-02	-2.156056090e-02
215	1.805791718e-02	-2.156056090e-02
216	8.510826666e-03	-1.478985773e-02
217	1.394632718e-03	-7.333521954e-03
218	-1.536741963e-02	3.889006206e-02
219	1.858161519e-02	2.214612996e-02
220	2.275773791e-02	2.712335909e-02
221	1.324631945e-02	1.280049200e-02
222	2.168420954e-03	-2.589023505e-03
223	-1.494835721e-02	-1.006967795e-02
224	-2.182196017e-02	-9.037554664e-03
225	3.931312335e-02	1.685356502e-02
226	0.000000000e+00	0.000000000e+00
227	-3.449037261e-02	-1.675237317e-02
228	-2.438837636e-02	-1.184571667e-02
229	0.000000000e+00	0.000000000e+00
230	1.658352410e-02	-2.662269083e-02
231	2.031058609e-02	-3.260600405e-02
232	-5.831976234e-03	1.450609185e-02
233	-1.412373828e-02	2.781743727e-02
234	0.000000000e+00	0.000000000e+00
235	2.016805799e-02	1.689163480e-02
236	3.188849961e-02	2.670801969e-02
237	-1.327582459e-03	2.131260952e-03
238	-3.418793989e-02	-2.301656744e-02
239	1.211911433e-03	-1.945566165e-03
240	2.766929021e-02	1.592229873e-02
241	1.665431322e-02	-3.329853019e-02
242	-1.133125310e-02	1.352914459e-02
243	1.602481182e-02	-1.913309977e-02
244	3.931312335e-02	1.685356502e-02
245	7.069772127e-03	2.641916214e-03
246	-1.335835741e-02	-1.119823525e-02
247	1.858161519e-02	2.214612996e-02
248	-1.858161519e-02	-2.214612996e-02
249	-1.626650582e-02	4.060595746e-02
250	-1.088779387e-02	2.142301066e-02
251	1.113742018e-02	-1.432221235e-02
252	-1.487538249e-03	-1.772892993e-03
253	-1.610388993e-02	1.000703522e-02
254	3.218449932e-02	-1.704490738e-02
255	-2.627853366e-02	1.391710860e-02
256	-1.471641775e-02	2.362529444e-02
257	2.081215757e-02	-3.341121182e-02
258	0.000000000e+00	0.000000000e+00
259	-2.766929021e-02	-1.592229873e-02
260	1.531892742e-02	5.578327182e-03
261	3.025208698e-02	2.533745221e-02
262	-2.470072559e-02	-2.068794310e-02
263	0.000000000e+00	0.000000000e+00
264	1.626268371e-02	-2.826794060e-02
265	3.827161255e-03	2.675448859e-03
266	-2.590465560e-02	3.321968208e-02
267	-3.954798730e-03	-3.312317721e-03
268	3.275456793e-02	-2.748257949e-02
269	-2.071580769e-02	1.738150944e-02
270	0.000000000e+00	0.000000000e+00
271	7.056087772e-03	-1.937708078e-02
272	4.989407512e-03	-1.370166522e-02
273	1.962630609e-02	-2.343316582e-02
274	2.182196017e-02	9.037554664e-03
275	2.451311816e-02	4.719758520e-03
276	9.290807596e-03	1.107306498e-02
277	1.813467867e-03	6.884004141e-03
278	-2.275773791e-02	-2.712335909e-02
279	-1.088779387e-02	2.142301066e-02
280	-6.333081434e-03	3.086196830e-02
281	-7.066112711e-03	1.345570110e-02
282	-8.845503718e-03	-8.273923626e-03
283	1.314877107e-02	-8.170710040e-03
284	1.862776799e-02	-7.956635982e-03
285	-3.218449932e-02	1.704490738e-02
286	-4.971648998e-18	7.981335774e-18
287	1.699305550e-02	-2.728014021e-02
288	1.201590478e-02	-1.928997214e-02
289	1.211911433e-03	-1.945566165e-03
290	2.016805799e-02	1.689163480e-02
291	2.766929021e-02	1.592229873e-02
292	-1.008402899e-02	-8.445817402e-03
293	-2.016805799e-02	-1.689163480e-02
294	3.827161255e-03	2.675448859e-03
295	-1.561765083e-02	1.571073197e-02
296	-2.180314879e-02	2.589342182e-02
297	4.843619462e-03	4.056744141e-03
298	2.115106273e-02	-2.712375684e-02
299	-2.736736663e-18	2.736736663e-18
300	-2.071580769e-02	1.738150944e-02
301	-8.437713802e-03	1.353778864e-02
302	2.386545859e-02	-3.829064861e-02
303	8.437713802e-03	-1.353778864e-02
304	-1.494835721e-02	-1.006967795e-02
305	2.327355470e-02	1.373910989e-02
306	3.661584767e-02	2.466557284e-02
307	-1.986947918e-02	-1.920073800e-02
308	-1.324631945e-02	-1.280049200e-02
309	1.113742018e-02	-1.432221235e-02
310	-7.066112711e-03	1.345570110e-02
311	-2.688435488e-02	3.714734337e-02
312	2.221072794e-03	1.929805881e-03
313	3.388604315e-02	-3.252309750e-02
314	-1.314877107e-02	8.170710040e-03
315	-1.610388993e-02	1.000703522e-02
316	1.899881362e-02	-3.050012398e-02
317	2.223389024e-18	-3.569361869e-18
318	1.899881362e-02	-3.050012398e-02
319	3.418793989e-02	2.301656744e-02
320	1.671072990e-02	1.212352576e-02
321	1.877485119e-03	-3.014058143e-03
322	1.824369008e-02	9.662557594e-03
323	-3.188849961e-02	-2.670801969e-02
324	-2.590465560e-02	3.321968208e-02
325	-2.180314879e-02	2.589342182e-02
326	2.859167359e-03	2.611036370e-03
327	5.412423352e-03	3.783656063e-03
328	-0.000000000e+00	-2.736736663e-18
329	2.115106273e-02	-2.712375684e-02
330	-3.275456793e-02	2.748257949e-02
331	3.301735269e-03	2.056681902e-03
332	2.334679398e-03	1.454293720e-03
333	-3.301735269e-03	-2.056681902e-03
334	-2.168420954e-03	2.589023505e-03
335	-5.116436831e-03	7.318932199e-03
336	4.495821474e-03	-6.849895835e-03
337	5.116436831e-03	-7.318932199e-03
338	-2.168420954e-03	2.589023505e-03
339	-1.487538249e-03	-1.772892993e-03
340	-8.845503718e-03	-8.273923626e-03
341	2.221072794e-03	1.929805881e-03
342	1.571765995e-02	1.273435719e-02
343	-2.221072794e-03	-1.929805881e-03
344	-8.845503718e-03	-8.273923626e-03
345	1.487538249e-03	1.772892993e-03
346	5.446168609e-18	-8.743115285e-18
347	0.000000000e+00	0.000000000e+00
348	5.446168609e-18	-8.743115285e-18
349	-1.327582459e-03	2.131260952e-03
350	2.655164919e-03	-4.262521904e-03
351	0.000000000e+00	0.000000000e+00
352	2.655164919e-03	-4.262521904e-03
353	1.327582459e-03	-2.131260952e-03
354	-3.954798730e-03	-3.312317721e-03
355	4.843619462e-03	4.056744141e-03
356	5.412423352e-03	3.783656063e-03
357	-1.026276249e-18	2.736736663e-18
358	5.412423352e-03	3.783656063e-03
359	-4.843619462e-03	-4.056744141e-03
360	-3.954798730e-03	-3.312317721e-03
361	8.437713802e-03	-1.353778864e-02
362	-2.386545859e-02	3.829064861e-02
363	-8.437713802e-03	1.353778864e-02
364	1.324631945e-02	1.280049200e-02
365	-1.986947918e-02	-1.920073800e-02
366	-3.661584767e-02	-2.466557284e-02
367	2.327355470e-02	1.373910989e-02
368	1.494835721e-02	1.006967795e-02
369	-1.610388993e-02	1.000703522e-02
370	1.314877107e-02	-8.170710040e-03
371	3.388604315e-02	-3.252309750e-02
372	-2.221072794e-03	-1.929805881e-03
373	-2.688435488e-02	3.714734337e-02
374	7.066112711e-03	-1.345570110e-02
375	1.113742018e-02	-1.432221235e-02
376	-1.899881362e-02	3.050012398e-02
377	2.223389024e-18	-3.569361869e-18
378	-1.899881362e-02	3.050012398e-02
379	-3.188849961e-02	-2.670801969e-02
380	-1.824369008e-02	-9.662557594e-03
381	1.877485119e-03	-3.014058143e-03
382	-1.671072990e-02	-1.212352576e-02
383	3.418793989e-02	2.301656744e-02
384	3.275456793e-02	-2.748257949e-02
385	2.115106273e-02	-2.712375684e-02
386	-1.368368331e-18	2.736736663e-18
387	5.412423352e-03	3.783656063e-03
388	-2.859167359e-03	-2.611036370e-03
389	-2.180314879e-02	2.589342182e-02
390	2.590465560e-02	-3.321968208e-02
391	-1.962630609e-02	2.343316582e-02
392	4.989407512e-03	-1.370166522e-02
393	-7.056087772e-03	1.937708078e-02
394	-2.275773791e-02	-2.712335909e-02
395	-1.813467867e-03	-6.884004141e-03
396	9.290807596e-03	1.107306498e-02
397	-2.451311816e-02	-4.719758520e-03
398	2.182196017e-02	9.037554664e-03
399	3.218449932e-02	-1.704490738e-02
400	1.862776799e-02	-7.956635982e-03
401	-1.314877107e-02	8.170710040e-03
402	-8.845503718e-03	-8.273923626e-03
403	7.066112711e-03	-1.345570110e-02
404	-6.333081434e-03	3.086196830e-02
405	1.088779387e-02	-2.142301066e-02
406	1.201590478e-02	-1.928997214e-02
407	-1.699305550e-02	2.728014021e-02
408	-4.971648998e-18	7.981335774e-18
409	2.016805799e-02	1.689163480e-02
410	-1.008402899e-02	-8.445817402e-03
411	-2.766929021e-02	-1.592229873e-02
412	2.016805799e-02	1.689163480e-02
413	-1.211911433e-03	1.945566165e-03
414	-2.071580769e-02	1.738150944e-02
415	0.000000000e+00	0.000000000e+00
416	2.115106273e-02	-2.712375684e-02
417	-4.843619462e-03	-4.056744141e-03
418	-2.180314879e-02	2.589342182e-02
419	1.561765083e-02	-1.571073197e-02
420	3.827161255e-03	2.675448859e-03
421	1.602481182e-02	-1.913309977e-02
422	1.133125310e-02	-1.352914459e-02
423	1.665431322e-02	-3.329853019e-02
424	1.858161519e-02	2.214612996e-02
425	1.858161519e-02	2.214612996e-02
426	1.335835741e-02	1.119823525e-02
427	7.069772127e-03	2.641916214e-03
428	-3.931312335e-02	-1.685356502e-02
429	-2.627853366e-02	1.391710860e-02
430	-3.218449932e-02	1.704490738e-02
431	-1.610388993e-02	1.000703522e-02
432	1.487538249e-03	1.772892993e-03
433	1.113742018e-02	-1.432221235e-02
434	1.088779387e-02	-2.142301066e-02
435	-1.626650582e-02	4.060595746e-02
436	0.000000000e+00	0.000000000e+00
437	2.081215757e-02	-3.341121182e-02
438	1.471641775e-02	-2.362529444e-02
439	0.000000000e+00	0.000000000e+00
440	2.470072559e-02	2.068794310e-02
441	3.025208698e-02	2.533745221e-02
442	-1.531892742e-02	-5.578327182e-03
443	-2.766929021e-02	-1.592229873e-02
444	0.000000000e+00	0.000000000e+00
445	-2.071580769e-02	1.738150944e-02
446	-3.275456793e-02	2.748257949e-02
447	-3.954798730e-03	-3.312317721e-03
448	2.590465560e-02	-3.321968208e-02
449	3.827161255e-03	2.675448859e-03
450	-1.626268371e-02	2.826794060e-02
451	8.747964351e-03	-2.175913778e-02
452	-1.237148983e-02	3.077206776e-02
453	0.000000000e+00	0.000000000e+00
454	2.438837636e-02	1.184571667e-02
455	-1.219418818e-02	-5.922858336e-03
456	-2.986953887e-02	-1.450798074e-02
457	2.438837636e-02	1.184571667e-02
458	0.000000000e+00	0.000000000e+00
459	-1.471641775e-02	2.362529444e-02
460	-3.351804192e-18	6.703608384e-18
461	1.899881362e-02	-3.050012398e-02
462	5.865657336e-18	-8.379510480e-18
463	-1.899881362e-02	3.050012398e-02
464	1.201590478e-02	-1.928997214e-02
465	0.000000000e+00	0.000000000e+00
466	-1.036361374e-02	2.970360207e-02
467	6.488166231e-03	-1.335806387e-02
468	-9.175652679e-03	1.889115510e-02
469	-3.370911130e-02	-1.355228810e-02
470	-6.543631831e-03	-3.533727821e-04
471	1.376168706e-02	5.532698448e-03
472	-2.062184764e-02	-1.284554253e-02
473	2.062184764e-02	1.284554253e-02
474	1.665431322e-02	-3.329853019e-02
475	7.056087772e-03	-1.937708078e-02
476	-8.437713802e-03	1.353778864e-02
477	3.301735269e-03	2.056681902e-03
478	8.437713802e-03	-1.353778864e-02
479	-1.962630609e-02	2.343316582e-02
480	1.602481182e-02	-1.913309977e-02
481	-1.237148983e-02	3.077206776e-02
482	0.000000000e+00	0.000000000e+00
483	-1.237148983e-02	3.077206776e-02
484	-3.449037261e-02	-1.675237317e-02
485	-1.724518631e-02	-8.376186587e-03
486	0.000000000e+00	0.000000000e+00
487	-1.724518631e-02	-8.376186587e-03
488	3.449037261e-02	1.675237317e-02
489	2.081215757e-02	-3.341121182e-02
490	1.699305550e-02	-2.728014021e-02
491	4.189755240e-18	-1.005541258e-17
492	1.675902096e-18	0.000000000e+00
493	3.351804192e-18	-5.027706288e-18
494	-1.699305550e-02	2.728014021e-02
495	2.081215757e-02	-3.341121182e-02
496	6.488166231e-03	-1.335806387e-02
497	-1.495144008e-02	3.914917962e-02
498	-6.488166231e-03	1.335806387e-02
499	1.458184831e-02	9.083170233e-03
500	-2.383594119e-02	-9.582914815e-03
501	-3.732100841e-02	-1.894898334e-02
502	2.383594119e-02	9.582914815e-03
503	1.458184831e-02	9.083170233e-03
504	-1.133125310e-02	1.352914459e-02
505	4.989407512e-03	-1.370166522e-02
506	2.386545859e-02	-3.829064861e-02
507	2.334679398e-03	1.454293720e-03
508	-2.386545859e-02	3.829064861e-02
509	4.989407512e-03	-1.370166522e-02
510	1.133125310e-02	-1.352914459e-02
511	0.000000000e+00	0.000000000e+00
512	-1.237148983e-02	3.077206776e-02
513	-8.747964351e-03	2.175913778e-02
514	0.000000000e+00	0.000000000e+00
515	-2.438837636e-02	-1.184571667e-02
516	-2.986953887e-02	-1.450798074e-02
517	1.219418818e-02	5.922858336e-03
518	2.438837636e-02	1.184571667e-02
519	0.000000000e+00	0.000000000e+00
520	1.201590478e-02	-1.928997214e-02
521	1.899881362e-02	-3.050012398e-02
522	7.541559432e-18	-1.340721677e-17
523	-1.899881362e-02	3.050012398e-02
524	-3.351804192e-18	6.703608384e-18
525	1.471641775e-02	-2.362529444e-02
526	-9.175652679e-03	1.889115510e-02
527	-6.488166231e-03	1.335806387e-02
528	-1.036361374e-02	2.970360207e-02
529	-2.062184764e-02	-1.284554253e-02
530	-2.062184764e-02	-1.284554253e-02
531	-1.376168706e-02	-5.532698448e-03
532	-6.543631831e-03	-3.533727821e-04
533	3.370911130e-02	1.355228810e-02
534	1.602481182e-02	-1.913309977e-02
535	1.962630609e-02	-2.343316582e-02
