kd 	 theta 	 phi
0	1.5708	(25.6,0)	
----------------------------

1	1.2194902975829778613015008659203886054456233978271484375000000000000000000000000000000000000000000000e-02	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
2	1.4029614905489023626796109142246429046868474268923367327677187432755090412683784961700439453125000000e-18	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
3	1.6201301214381395865427037961126188747584819793701171875000000000000000000000000000000000000000000000e-02	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
4	-3.3919345547562769482841105173065443523228168487548828125000000000000000000000000000000000000000000000e-02	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
5	3.0016939640884475668806744439440903453532803510481370701246106591497664339840412139892578125000000000e-19	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
6	2.0012895639591713088656366181794510339386761188507080078125000000000000000000000000000000000000000000e-03	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
7	3.5535830025818900568613920199482201831400240240774971584025720972022099886089563369750976562500000000e-18	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
8	2.9017207288305743584366780396521789953112602233886718750000000000000000000000000000000000000000000000e-02	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
9	-2.2663477832025102909341285339905880391597747802734375000000000000000000000000000000000000000000000000e-02	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
10	6.1369682087185980471850718246573974577022295250801624429126679416413026046939194202423095703125000000e-19	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
11	3.1693705452227037035195511549545699381269514560699462890625000000000000000000000000000000000000000000e-03	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
12	2.3791488421120346248993578409731461830077126367086583560994661468157573835924267768859863281250000000e-18	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
13	1.1216313351669447359593156932078272802755236625671386718750000000000000000000000000000000000000000000e-02	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
14	-4.9574084491620554017787271008796656743488923897223742687234704362708725966513156890869140625000000000e-18	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
15	-3.3052036324442368719900287032942287623882293701171875000000000000000000000000000000000000000000000000e-02	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
16	3.7830630023862610311624621317605488002300262451171875000000000000000000000000000000000000000000000000e-02	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000e+00
